Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,State Name,Region,Measure,Type
07_2019,PA,H_COMP_2,4,15,81,Pennsylvania,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2019,PA,H_COMP_3,8,23,69,Pennsylvania,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,PA,H_COMP_5,18,18,64,Pennsylvania,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2019,PA,H_COMP_6,12,0,88,Pennsylvania,Mid-Atlantic,Discharge Information,Composite Measure
07_2019,PA,H_COMP_7,5,43,52,Pennsylvania,Mid-Atlantic,Care Transition,Composite Measure
07_2019,PA,H_HSP_RATING,8,21,71,Pennsylvania,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2019,PA,H_QUIET_HSP,12,32,56,Pennsylvania,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,PA,H_RECMND,5,25,70,Pennsylvania,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,RI,H_CLEAN_HSP,7,18,75,Rhode Island,New England,Cleanliness of Hospital Environment,Individual Item
07_2019,RI,H_COMP_1,4,15,81,Rhode Island,New England,Communication with Nurses,Composite Measure
07_2019,RI,H_COMP_2,5,14,81,Rhode Island,New England,Communication with Doctors,Composite Measure
07_2019,RI,H_COMP_3,10,23,67,Rhode Island,New England,Responsiveness of Hospital Staff,Composite Measure
07_2019,RI,H_COMP_5,19,17,64,Rhode Island,New England,Communication about Medicines,Composite Measure
07_2019,RI,H_COMP_6,13,0,87,Rhode Island,New England,Discharge Information,Composite Measure
07_2019,RI,H_COMP_7,5,43,52,Rhode Island,New England,Care Transition,Composite Measure
07_2019,RI,H_HSP_RATING,8,20,72,Rhode Island,New England,Overall Hospital Rating,Global Item
07_2019,RI,H_QUIET_HSP,14,32,54,Rhode Island,New England,Quietness of Hospital Environment,Individual Item
07_2019,RI,H_RECMND,5,22,73,Rhode Island,New England,Willingness to Recommend the Hospital,Global Item
07_2019,SC,H_CLEAN_HSP,10,19,71,South Carolina,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,SC,H_COMP_1,5,14,81,South Carolina,South Atlantic,Communication with Nurses,Composite Measure
07_2019,SC,H_COMP_2,4,13,83,South Carolina,South Atlantic,Communication with Doctors,Composite Measure
07_2019,SC,H_COMP_3,10,21,69,South Carolina,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,SC,H_COMP_5,17,16,67,South Carolina,South Atlantic,Communication about Medicines,Composite Measure
07_2019,SC,H_COMP_6,13,0,87,South Carolina,South Atlantic,Discharge Information,Composite Measure
07_2019,SC,H_COMP_7,5,41,54,South Carolina,South Atlantic,Care Transition,Composite Measure
07_2019,SC,H_HSP_RATING,8,20,72,South Carolina,South Atlantic,Overall Hospital Rating,Global Item
07_2019,SC,H_QUIET_HSP,8,27,65,South Carolina,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,SC,H_RECMND,6,23,71,South Carolina,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,SD,H_CLEAN_HSP,5,14,81,South Dakota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,SD,H_COMP_1,3,14,83,South Dakota,West North Central,Communication with Nurses,Composite Measure
07_2019,SD,H_COMP_2,4,13,83,South Dakota,West North Central,Communication with Doctors,Composite Measure
07_2019,SD,H_COMP_3,5,15,80,South Dakota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,SD,H_COMP_5,11,18,71,South Dakota,West North Central,Communication about Medicines,Composite Measure
07_2019,SD,H_COMP_6,13,0,87,South Dakota,West North Central,Discharge Information,Composite Measure
07_2019,SD,H_COMP_7,3,41,56,South Dakota,West North Central,Care Transition,Composite Measure
07_2019,SD,H_HSP_RATING,7,16,77,South Dakota,West North Central,Overall Hospital Rating,Global Item
07_2019,SD,H_QUIET_HSP,6,25,69,South Dakota,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,SD,H_RECMND,3,20,77,South Dakota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,TN,H_CLEAN_HSP,8,17,75,Tennessee,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2019,TN,H_COMP_1,5,14,81,Tennessee,East South Central,Communication with Nurses,Composite Measure
07_2019,TN,H_COMP_2,5,12,83,Tennessee,East South Central,Communication with Doctors,Composite Measure
07_2019,TN,H_COMP_3,9,19,72,Tennessee,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,TN,H_COMP_5,16,17,67,Tennessee,East South Central,Communication about Medicines,Composite Measure
07_2019,TN,H_COMP_6,13,0,87,Tennessee,East South Central,Discharge Information,Composite Measure
07_2019,TN,H_COMP_7,5,41,54,Tennessee,East South Central,Care Transition,Composite Measure
07_2019,TN,H_HSP_RATING,8,19,73,Tennessee,East South Central,Overall Hospital Rating,Global Item
07_2019,TN,H_QUIET_HSP,8,26,66,Tennessee,East South Central,Quietness of Hospital Environment,Individual Item
07_2019,TN,H_RECMND,5,23,72,Tennessee,East South Central,Willingness to Recommend the Hospital,Global Item
07_2019,TX,H_CLEAN_HSP,7,16,77,Texas,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2019,TX,H_COMP_1,4,15,81,Texas,West South Central,Communication with Nurses,Composite Measure
07_2019,TX,H_COMP_2,5,13,82,Texas,West South Central,Communication with Doctors,Composite Measure
07_2019,TX,H_COMP_3,8,20,72,Texas,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,TX,H_COMP_5,16,16,68,Texas,West South Central,Communication about Medicines,Composite Measure
07_2019,TX,H_COMP_6,13,0,87,Texas,West South Central,Discharge Information,Composite Measure
07_2019,TX,H_COMP_7,5,41,54,Texas,West South Central,Care Transition,Composite Measure
07_2019,TX,H_HSP_RATING,7,18,75,Texas,West South Central,Overall Hospital Rating,Global Item
07_2019,TX,H_QUIET_HSP,8,24,68,Texas,West South Central,Quietness of Hospital Environment,Individual Item
07_2019,TX,H_RECMND,5,21,74,Texas,West South Central,Willingness to Recommend the Hospital,Global Item
07_2019,UT,H_CLEAN_HSP,5,18,77,Utah,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2019,UT,H_COMP_1,3,16,81,Utah,Mountain,Communication with Nurses,Composite Measure
07_2019,UT,H_COMP_2,3,15,82,Utah,Mountain,Communication with Doctors,Composite Measure
07_2019,UT,H_COMP_3,6,23,71,Utah,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2019,UT,H_COMP_5,15,19,66,Utah,Mountain,Communication about Medicines,Composite Measure
07_2019,UT,H_COMP_6,11,0,89,Utah,Mountain,Discharge Information,Composite Measure
07_2019,UT,H_COMP_7,4,38,58,Utah,Mountain,Care Transition,Composite Measure
07_2019,UT,H_HSP_RATING,6,17,77,Utah,Mountain,Overall Hospital Rating,Global Item
07_2019,UT,H_QUIET_HSP,8,30,62,Utah,Mountain,Quietness of Hospital Environment,Individual Item
07_2019,UT,H_RECMND,4,19,77,Utah,Mountain,Willingness to Recommend the Hospital,Global Item
07_2019,VA,H_CLEAN_HSP,8,18,74,Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,VA,H_COMP_1,4,16,80,Virginia,South Atlantic,Communication with Nurses,Composite Measure
07_2019,VA,H_COMP_2,5,14,81,Virginia,South Atlantic,Communication with Doctors,Composite Measure
07_2019,VA,H_COMP_3,10,23,67,Virginia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,VA,H_COMP_5,18,18,64,Virginia,South Atlantic,Communication about Medicines,Composite Measure
07_2019,VA,H_COMP_6,12,0,88,Virginia,South Atlantic,Discharge Information,Composite Measure
07_2019,VA,H_COMP_7,5,44,51,Virginia,South Atlantic,Care Transition,Composite Measure
07_2019,VA,H_HSP_RATING,8,20,72,Virginia,South Atlantic,Overall Hospital Rating,Global Item
07_2019,VA,H_QUIET_HSP,10,31,59,Virginia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,VA,H_RECMND,5,25,70,Virginia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,VT,H_CLEAN_HSP,6,17,77,Vermont,New England,Cleanliness of Hospital Environment,Individual Item
07_2019,VT,H_COMP_1,3,15,82,Vermont,New England,Communication with Nurses,Composite Measure
07_2019,VT,H_COMP_2,3,14,83,Vermont,New England,Communication with Doctors,Composite Measure
07_2019,VT,H_COMP_3,6,24,70,Vermont,New England,Responsiveness of Hospital Staff,Composite Measure
07_2019,VT,H_COMP_5,14,17,69,Vermont,New England,Communication about Medicines,Composite Measure
07_2019,VT,H_COMP_6,10,0,90,Vermont,New England,Discharge Information,Composite Measure
07_2019,VT,H_COMP_7,4,41,55,Vermont,New England,Care Transition,Composite Measure
07_2019,VT,H_HSP_RATING,6,20,74,Vermont,New England,Overall Hospital Rating,Global Item
07_2019,VT,H_QUIET_HSP,11,36,53,Vermont,New England,Quietness of Hospital Environment,Individual Item
07_2019,VT,H_RECMND,3,23,74,Vermont,New England,Willingness to Recommend the Hospital,Global Item
07_2019,WA,H_CLEAN_HSP,7,18,75,Washington,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2019,WA,H_COMP_1,4,17,79,Washington,Pacific,Communication with Nurses,Composite Measure
07_2019,WA,H_COMP_2,4,15,81,Washington,Pacific,Communication with Doctors,Composite Measure
07_2019,WA,H_COMP_3,8,24,68,Washington,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2019,WA,H_COMP_5,16,18,66,Washington,Pacific,Communication about Medicines,Composite Measure
07_2019,WA,H_COMP_6,12,0,88,Washington,Pacific,Discharge Information,Composite Measure
07_2019,WA,H_COMP_7,5,41,54,Washington,Pacific,Care Transition,Composite Measure
07_2019,WA,H_HSP_RATING,8,20,72,Washington,Pacific,Overall Hospital Rating,Global Item
07_2019,WA,H_QUIET_HSP,12,34,54,Washington,Pacific,Quietness of Hospital Environment,Individual Item
07_2019,WA,H_RECMND,5,23,72,Washington,Pacific,Willingness to Recommend the Hospital,Global Item
07_2019,WI,H_CLEAN_HSP,5,15,80,Wisconsin,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,WI,H_COMP_1,3,14,83,Wisconsin,East North Central,Communication with Nurses,Composite Measure
07_2019,WI,H_COMP_2,3,13,84,Wisconsin,East North Central,Communication with Doctors,Composite Measure
07_2019,WI,H_COMP_3,5,21,74,Wisconsin,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,WI,H_COMP_5,13,18,69,Wisconsin,East North Central,Communication about Medicines,Composite Measure
07_2019,WI,H_COMP_6,10,0,90,Wisconsin,East North Central,Discharge Information,Composite Measure
07_2019,WI,H_COMP_7,4,39,57,Wisconsin,East North Central,Care Transition,Composite Measure
07_2019,WI,H_HSP_RATING,5,17,78,Wisconsin,East North Central,Overall Hospital Rating,Global Item
07_2019,WI,H_QUIET_HSP,7,27,66,Wisconsin,East North Central,Quietness of Hospital Environment,Individual Item
07_2019,WI,H_RECMND,3,21,76,Wisconsin,East North Central,Willingness to Recommend the Hospital,Global Item
07_2019,WV,H_CLEAN_HSP,7,16,77,West Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,WV,H_COMP_1,4,15,81,West Virginia,South Atlantic,Communication with Nurses,Composite Measure
07_2019,WV,H_COMP_2,4,13,83,West Virginia,South Atlantic,Communication with Doctors,Composite Measure
07_2019,WV,H_COMP_3,8,20,72,West Virginia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,WV,H_COMP_5,16,17,67,West Virginia,South Atlantic,Communication about Medicines,Composite Measure
07_2019,WV,H_COMP_6,13,0,87,West Virginia,South Atlantic,Discharge Information,Composite Measure
07_2019,WV,H_COMP_7,5,43,52,West Virginia,South Atlantic,Care Transition,Composite Measure
07_2019,WV,H_HSP_RATING,8,21,71,West Virginia,South Atlantic,Overall Hospital Rating,Global Item
07_2019,WV,H_QUIET_HSP,10,30,60,West Virginia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,WV,H_RECMND,5,25,70,West Virginia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,WY,H_CLEAN_HSP,6,17,77,Wyoming,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2019,WY,H_COMP_1,3,17,80,Wyoming,Mountain,Communication with Nurses,Composite Measure
07_2019,WY,H_COMP_2,5,15,80,Wyoming,Mountain,Communication with Doctors,Composite Measure
07_2019,WY,H_COMP_3,6,18,76,Wyoming,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2019,WY,H_COMP_5,14,18,68,Wyoming,Mountain,Communication about Medicines,Composite Measure
07_2019,WY,H_COMP_6,13,0,87,Wyoming,Mountain,Discharge Information,Composite Measure
07_2019,WY,H_COMP_7,5,40,55,Wyoming,Mountain,Care Transition,Composite Measure
07_2019,WY,H_HSP_RATING,8,21,71,Wyoming,Mountain,Overall Hospital Rating,Global Item
07_2019,WY,H_QUIET_HSP,8,30,62,Wyoming,Mountain,Quietness of Hospital Environment,Individual Item
07_2019,WY,H_RECMND,4,26,70,Wyoming,Mountain,Willingness to Recommend the Hospital,Global Item
07_2020,AK,H_CLEAN_HSP,7,19,74,Alaska,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2020,AK,H_COMP_1,4,18,78,Alaska,Pacific,Communication with Nurses,Composite Measure
07_2020,AK,H_COMP_2,4,14,82,Alaska,Pacific,Communication with Doctors,Composite Measure
07_2020,AK,H_COMP_3,7,20,73,Alaska,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2020,AK,H_COMP_5,17,17,66,Alaska,Pacific,Communication about Medicines,Composite Measure
07_2020,AK,H_COMP_6,11,0,89,Alaska,Pacific,Discharge Information,Composite Measure
07_2020,AK,H_COMP_7,4,45,51,Alaska,Pacific,Care Transition,Composite Measure
07_2020,AK,H_HSP_RATING,8,19,73,Alaska,Pacific,Overall Hospital Rating,Global Item
07_2020,AK,H_QUIET_HSP,9,32,59,Alaska,Pacific,Quietness of Hospital Environment,Individual Item
07_2020,AK,H_RECMND,5,21,74,Alaska,Pacific,Willingness to Recommend the Hospital,Global Item
07_2020,AL,H_CLEAN_HSP,9,16,75,Alabama,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2020,AL,H_COMP_1,6,13,81,Alabama,East South Central,Communication with Nurses,Composite Measure
07_2020,AL,H_COMP_2,5,11,84,Alabama,East South Central,Communication with Doctors,Composite Measure
07_2020,AL,H_COMP_3,10,17,73,Alabama,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2020,AL,H_COMP_5,16,15,69,Alabama,East South Central,Communication about Medicines,Composite Measure
07_2020,AL,H_COMP_6,15,0,85,Alabama,East South Central,Discharge Information,Composite Measure
07_2020,AL,H_COMP_7,5,42,53,Alabama,East South Central,Care Transition,Composite Measure
07_2020,AL,H_HSP_RATING,8,19,73,Alabama,East South Central,Overall Hospital Rating,Global Item
07_2020,AL,H_QUIET_HSP,7,23,70,Alabama,East South Central,Quietness of Hospital Environment,Individual Item
07_2020,AL,H_RECMND,6,24,70,Alabama,East South Central,Willingness to Recommend the Hospital,Global Item
07_2020,AR,H_CLEAN_HSP,7,17,76,Arkansas,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2020,AR,H_COMP_1,4,15,81,Arkansas,West South Central,Communication with Nurses,Composite Measure
07_2020,AR,H_COMP_2,4,12,84,Arkansas,West South Central,Communication with Doctors,Composite Measure
07_2020,AR,H_COMP_3,8,20,72,Arkansas,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2020,AR,H_COMP_5,18,16,66,Arkansas,West South Central,Communication about Medicines,Composite Measure
07_2020,AR,H_COMP_6,15,0,85,Arkansas,West South Central,Discharge Information,Composite Measure
07_2020,AR,H_COMP_7,5,42,53,Arkansas,West South Central,Care Transition,Composite Measure
07_2020,AR,H_HSP_RATING,7,21,72,Arkansas,West South Central,Overall Hospital Rating,Global Item
07_2020,AR,H_QUIET_HSP,7,27,66,Arkansas,West South Central,Quietness of Hospital Environment,Individual Item
07_2020,AR,H_RECMND,5,24,71,Arkansas,West South Central,Willingness to Recommend the Hospital,Global Item
07_2020,AZ,H_CLEAN_HSP,9,19,72,Arizona,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2020,AZ,H_COMP_1,6,17,77,Arizona,Mountain,Communication with Nurses,Composite Measure
07_2020,AZ,H_COMP_2,7,17,76,Arizona,Mountain,Communication with Doctors,Composite Measure
07_2020,AZ,H_COMP_3,10,23,67,Arizona,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2020,AZ,H_COMP_5,18,17,65,Arizona,Mountain,Communication about Medicines,Composite Measure
07_2020,AZ,H_COMP_6,14,0,86,Arizona,Mountain,Discharge Information,Composite Measure
07_2020,AZ,H_COMP_7,7,42,51,Arizona,Mountain,Care Transition,Composite Measure
07_2020,AZ,H_HSP_RATING,9,22,69,Arizona,Mountain,Overall Hospital Rating,Global Item
07_2020,AZ,H_QUIET_HSP,12,31,57,Arizona,Mountain,Quietness of Hospital Environment,Individual Item
07_2020,AZ,H_RECMND,6,25,69,Arizona,Mountain,Willingness to Recommend the Hospital,Global Item
07_2020,CA,H_CLEAN_HSP,8,19,73,California,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2020,CA,H_COMP_1,6,17,77,California,Pacific,Communication with Nurses,Composite Measure
07_2020,CA,H_COMP_2,6,16,78,California,Pacific,Communication with Doctors,Composite Measure
07_2020,CA,H_COMP_3,11,25,64,California,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2020,CA,H_COMP_5,19,18,63,California,Pacific,Communication about Medicines,Composite Measure
07_2020,CA,H_COMP_6,14,0,86,California,Pacific,Discharge Information,Composite Measure
07_2020,CA,H_COMP_7,6,44,50,California,Pacific,Care Transition,Composite Measure
07_2020,CA,H_HSP_RATING,9,21,70,California,Pacific,Overall Hospital Rating,Global Item
07_2020,CA,H_QUIET_HSP,16,33,51,California,Pacific,Quietness of Hospital Environment,Individual Item
07_2020,CA,H_RECMND,6,23,71,California,Pacific,Willingness to Recommend the Hospital,Global Item
07_2020,CO,H_CLEAN_HSP,8,16,76,Colorado,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2020,CO,H_COMP_1,3,15,82,Colorado,Mountain,Communication with Nurses,Composite Measure
07_2020,CO,H_COMP_2,4,13,83,Colorado,Mountain,Communication with Doctors,Composite Measure
